image_id,B1_cc,M1_cc,delta_cc,B1_sim,M1_sim,delta_sim,B1_kld,M1_kld,delta_kld
COCO_val2014_000000014353,0.9334530830383301,0.9624321460723877,0.028979063034057617,0.6856845617294312,0.7220559120178223,0.03637135028839111,0.3059666156768799,0.2526499032974243,-0.053316712379455566
COCO_val2014_000000014494,0.902920126914978,0.8745027780532837,-0.028417348861694336,0.7809268832206726,0.7478121519088745,-0.033114731311798096,0.16814881563186646,0.20250007510185242,0.03435125946998596
COCO_val2014_000000014635,0.7211836576461792,0.7064529061317444,-0.014730751514434814,0.5272811055183411,0.5448021292686462,0.017521023750305176,0.648988664150238,0.6066828966140747,-0.04230576753616333
COCO_val2014_000000014713,0.8991637825965881,0.8776726722717285,-0.02149111032485962,0.8577210903167725,0.8288211822509766,-0.0288999080657959,0.06292013823986053,0.0857975035905838,0.022877365350723267
COCO_val2014_000000015335,0.8433830142021179,0.8666783571243286,0.023295342922210693,0.7344171404838562,0.7469512224197388,0.012534081935882568,0.3110162317752838,0.27894002199172974,-0.03207620978355408
COCO_val2014_000000015345,0.9566957950592041,0.9648230075836182,0.008127212524414062,0.8458805084228516,0.8549355864524841,0.009055078029632568,0.08121795207262039,0.09239194542169571,0.011173993349075317
COCO_val2014_000000015497,0.9496000409126282,0.9223262071609497,-0.027273833751678467,0.7880520820617676,0.7557371258735657,-0.032314956188201904,0.20264974236488342,0.2398010790348053,0.037151336669921875
COCO_val2014_000000015725,0.6348927021026611,0.6135873198509216,-0.021305382251739502,0.5687467455863953,0.5388122797012329,-0.029934465885162354,0.5830802917480469,0.7361572980880737,0.15307700634002686
COCO_val2014_000000015850,0.9276270270347595,0.9092743396759033,-0.0183526873588562,0.8392746448516846,0.8358063697814941,-0.0034682750701904297,0.08381496369838715,0.09578476846218109,0.011969804763793945
COCO_val2014_000000015956,0.9492120742797852,0.9056060910224915,-0.0436059832572937,0.8307384252548218,0.8029037117958069,-0.027834713459014893,0.10782437771558762,0.13183735311031342,0.0240129753947258
COCO_val2014_000000016593,0.8451546430587769,0.8554772734642029,0.010322630405426025,0.7207056283950806,0.7146350741386414,-0.006070554256439209,0.44169530272483826,0.3907923698425293,-0.05090293288230896
COCO_val2014_000000016896,0.672893226146698,0.7267128825187683,0.05381965637207031,0.6904683113098145,0.7143069505691528,0.02383863925933838,0.37527814507484436,0.35885757207870483,-0.016420572996139526
COCO_val2014_000000016977,0.8258713483810425,0.7568687200546265,-0.06900262832641602,0.7902711629867554,0.7204103469848633,-0.06986081600189209,0.12411266565322876,0.2373083233833313,0.11319565773010254
COCO_val2014_000000017311,0.9130973219871521,0.8797500729560852,-0.033347249031066895,0.805070161819458,0.7760740518569946,-0.02899610996246338,0.13488712906837463,0.15985947847366333,0.024972349405288696
COCO_val2014_000000017313,0.8834928274154663,0.93428635597229,0.05079352855682373,0.7461750507354736,0.7969988584518433,0.05082380771636963,0.23569127917289734,0.16148999333381653,-0.07420128583908081
COCO_val2014_000000017425,0.8918377161026001,0.8669037222862244,-0.024933993816375732,0.7614301443099976,0.7274940013885498,-0.033936142921447754,0.22958171367645264,0.2528444528579712,0.023262739181518555
COCO_val2014_000000017627,0.9196859002113342,0.9339374899864197,0.01425158977508545,0.822990894317627,0.8358854055404663,0.012894511222839355,0.09566262364387512,0.08825306594371796,-0.0074095577001571655
COCO_val2014_000000017714,0.8926708698272705,0.929807186126709,0.03713631629943848,0.7956099510192871,0.8178038597106934,0.02219390869140625,0.16577725112438202,0.15576088428497314,-0.010016366839408875
COCO_val2014_000000018442,0.9079029560089111,0.8752462267875671,-0.032656729221343994,0.8115118145942688,0.790016770362854,-0.021495044231414795,0.15302163362503052,0.20618736743927002,0.0531657338142395
COCO_val2014_000000018575,0.817925214767456,0.8471891283988953,0.02926391363143921,0.78670334815979,0.794644296169281,0.007940948009490967,0.15063083171844482,0.1295442283153534,-0.02108660340309143
COCO_val2014_000000018687,0.8266769051551819,0.7984782457351685,-0.028198659420013428,0.7424628734588623,0.6987301111221313,-0.04373276233673096,0.19648385047912598,0.30818653106689453,0.11170268058776855
COCO_val2014_000000018918,0.900570809841156,0.8317775726318359,-0.06879323720932007,0.8471277356147766,0.7986488342285156,-0.048478901386260986,0.09416869282722473,0.13956767320632935,0.045398980379104614
COCO_val2014_000000019158,0.8109104037284851,0.6972160339355469,-0.11369436979293823,0.5144839882850647,0.48224639892578125,-0.03223758935928345,0.6325900554656982,0.7204987406730652,0.08790868520736694
